RK,Team,Year,G,W,L,Conf,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS
14,Boston Celtics*,2019,82,49,33,East,241.2,42.1,90.5,.465,12.6,34.5,.365,29.5,56.0,.527,15.6,19.5,.802,9.8,34.7,26.3,8.6,5.3,12.8,20.4,112.4
15,Brooklyn Nets*,2019,82,42,40,East,243.7,40.3,89.7,.449,12.8,36.2,.353,27.5,53.6,.513,19.0,25.5,.745,11.0,35.6,23.8,6.6,4.1,15.1,21.5,112.2
16,Los Angeles Lakers,2019,82,37,45,West,241.2,42.6,90.5,.470,10.3,31.0,.333,32.2,59.6,.541,16.3,23.3,.699,10.2,36.4,25.6,7.5,5.4,15.7,20.7,111.8
17,San Antonio Spurs*,2019,82,48,34,West,241.5,42.3,88.4,.478,9.9,25.3,.392,32.4,63.1,.513,17.2,21.0,.819,9.2,35.5,24.5,6.1,4.7,12.1,18.1,111.7
18,Utah Jazz*,2019,82,50,32,West,240.9,40.4,86.4,.468,12.1,34.0,.356,28.3,52.4,.541,18.8,25.5,.736,10.0,36.4,26.0,8.1,5.9,15.1,21.1,111.7
19,Denver Nuggets*,2019,82,54,28,West,240.6,41.9,90.0,.466,11.0,31.4,.351,30.9,58.7,.527,15.8,20.9,.755,11.9,34.5,27.4,7.7,4.4,13.4,20.0,110.7
20,Charlotte Hornets,2019,82,39,43,East,241.8,40.2,89.8,.448,11.9,33.9,.351,28.3,55.8,.507,18.4,23.1,.797,9.9,33.9,23.2,7.2,4.9,12.2,18.9,110.7
21,Dallas Mavericks,2019,82,33,49,West,241.2,38.8,86.9,.447,12.5,36.6,.340,26.3,50.2,.524,18.8,25.3,.742,10.1,35.2,23.4,6.5,4.3,14.2,20.1,108.9
22,Indiana Pacers*,2019,82,48,34,East,240.3,41.3,87.0,.475,9.5,25.4,.374,31.8,61.6,.517,15.8,21.1,.752,9.3,33.7,26.0,8.7,4.9,13.7,19.4,108.0
23,Phoenix Suns,2019,82,19,63,West,242.4,40.1,87.4,.459,9.6,29.3,.329,30.5,58.1,.525,17.6,22.7,.779,9.1,31.3,23.9,9.0,5.1,15.6,23.6,107.5
24,Orlando Magic*,2019,82,42,40,East,241.2,40.4,89.1,.454,11.4,32.1,.356,29.0,57.0,.509,15.0,19.2,.782,10.0,35.4,25.5,6.6,5.4,13.2,18.6,107.3
25,Detroit Pistons*,2019,82,41,41,East,242.1,38.8,88.3,.440,12.1,34.8,.348,26.7,53.5,.500,17.3,23.1,.747,11.4,33.6,22.5,6.9,4.0,13.8,22.1,107.0
26,Miami Heat,2019,82,39,43,East,240.6,39.6,88.0,.450,11.3,32.4,.349,28.3,55.6,.509,15.1,21.7,.695,11.2,35.1,24.3,7.6,5.5,14.7,20.9,105.7
27,Chicago Bulls,2019,82,22,60,East,242.7,39.8,87.9,.453,9.1,25.9,.351,30.7,62.0,.496,16.2,20.7,.783,8.8,34.1,21.9,7.4,4.3,14.1,20.3,104.9
28,New York Knicks,2019,82,17,65,East,241.2,38.2,88.3,.433,10.0,29.5,.340,28.2,58.8,.479,18.1,23.9,.759,10.5,34.3,20.1,6.8,5.1,14.0,20.9,104.6
29,Cleveland Cavaliers,2019,82,19,63,East,240.9,38.9,87.6,.444,10.3,29.1,.355,28.6,58.5,.488,16.4,20.7,.792,10.7,31.9,20.7,6.5,2.4,13.5,20.0,104.5
30,Memphis Grizzlies,2019,82,33,49,West,242.4,38.0,84.4,.450,9.9,28.9,.342,28.1,55.6,.505,17.7,23.0,.772,8.8,33.0,23.9,8.3,5.5,14.0,22.0,103.5
1,Milwaukee Bucks*,2020,73,56,17,East,241.0,43.3,90.9,.476,13.8,38.9,.355,29.5,52.0,.567,18.3,24.7,.742,9.5,42.2,25.9,7.2,5.9,15.1,19.6,118.7
2,Houston Rockets*,2020,72,44,28,West,241.4,40.8,90.4,.451,15.6,45.3,.345,25.1,45.2,.557,20.6,26.1,.791,9.8,34.5,21.6,8.7,5.2,14.7,21.8,117.8
3,Dallas Mavericks*,2020,75,43,32,West,242.3,41.7,90.3,.461,15.1,41.3,.367,26.5,49.0,.541,18.6,23.8,.779,10.5,36.4,24.7,6.1,4.8,12.7,19.5,117.0
4,Los Angeles Clippers*,2020,72,49,23,West,241.4,41.6,89.2,.466,12.4,33.5,.371,29.1,55.8,.522,20.8,26.3,.791,10.7,37.0,23.7,7.1,4.7,14.6,22.1,116.3
5,New Orleans Pelicans,2020,72,30,42,West,242.1,42.6,91.6,.465,13.6,36.9,.370,28.9,54.8,.528,17.1,23.4,.729,11.1,35.4,26.8,7.5,5.0,16.4,21.2,115.8
6,Portland Trail Blazers*,2020,74,35,39,West,241.0,42.2,91.2,.463,12.9,34.1,.377,29.3,57.1,.514,17.7,22.1,.804,10.2,35.1,20.6,6.3,6.1,12.8,21.7,115.0
7,Washington Wizards,2020,72,25,47,East,241.0,41.5,90.9,.457,12.0,32.6,.368,29.5,58.3,.506,19.4,24.6,.788,10.2,31.9,25.0,8.0,4.3,14.2,22.7,114.4
8,San Antonio Spurs,2020,71,32,39,West,242.5,42.2,89.4,.472,10.7,28.5,.376,31.5,61.0,.516,19.0,23.4,.810,9.0,35.6,24.7,7.3,5.5,12.6,19.4,114.1
9,Boston Celtics*,2020,72,48,24,East,242.1,41.3,89.6,.461,12.6,34.5,.364,28.7,55.0,.522,18.6,23.2,.801,10.7,35.4,23.0,8.3,5.6,13.8,21.6,113.7
10,Phoenix Suns,2020,73,34,39,West,241.0,41.2,88.1,.468,11.4,31.8,.358,29.8,56.3,.529,19.9,23.8,.834,9.8,33.8,27.2,7.7,4.0,14.8,22.0,113.6
11,Los Angeles Lakers*,2020,71,52,19,West,240.7,42.3,88.3,.480,11.0,31.6,.349,31.3,56.7,.552,17.7,24.3,.729,10.7,35.1,25.4,8.6,6.6,15.2,20.7,113.4
12,Minnesota Timberwolves,2020,64,19,45,West,243.1,40.4,91.6,.441,13.3,39.7,.336,27.1,52.0,.521,19.1,25.4,.753,10.5,34.3,23.8,8.7,5.7,15.3,21.4,113.3
13,Toronto Raptors*,2020,72,53,19,East,241.4,40.2,87.9,.458,13.8,37.0,.374,26.4,50.9,.519,18.5,23.2,.796,9.5,35.9,25.2,8.8,5.0,14.8,21.7,112.8
14,Memphis Grizzlies,2020,73,34,39,West,240.7,42.5,90.9,.468,10.9,31.5,.347,31.6,59.4,.532,16.6,21.8,.763,10.3,36.2,26.9,7.9,5.5,15.2,21.2,112.6
15,Miami Heat*,2020,73,44,29,East,243.1,39.5,84.4,.468,13.4,35.4,.379,26.0,49.0,.532,19.7,25.2,.783,8.5,35.9,25.9,7.5,4.5,14.9,20.6,112.0
16,Atlanta Hawks,2020,67,20,47,East,243.0,40.6,90.6,.449,12.0,36.1,.333,28.6,54.5,.525,18.5,23.4,.790,9.9,33.4,24.0,7.8,5.1,16.2,23.1,111.8
17,Brooklyn Nets*,2020,72,35,37,East,242.8,40.4,90.3,.448,13.1,38.1,.343,27.3,52.1,.524,17.9,24.1,.745,10.6,37.3,24.5,6.4,4.5,15.3,21.0,111.8
18,Denver Nuggets*,2020,73,46,27,West,243.1,42.0,88.9,.473,11.0,30.6,.359,31.1,58.3,.533,16.2,20.9,.777,10.8,33.4,26.7,8.0,4.6,13.8,20.3,111.3
19,Utah Jazz*,2020,72,44,28,West,241.0,40.1,85.1,.471,13.4,35.2,.380,26.7,49.9,.535,17.8,22.8,.779,9.1,35.8,22.4,6.1,4.1,15.1,20.4,111.3
20,Philadelphia 76ers*,2020,73,43,30,East,241.0,41.1,87.9,.468,11.6,31.6,.368,29.5,56.3,.524,16.9,22.4,.755,10.5,35.0,25.8,8.0,5.3,14.2,20.9,110.7
21,Oklahoma City Thunder*,2020,72,44,28,West,242.1,40.0,85.5,.468,10.7,30.2,.355,29.3,55.3,.529,19.8,24.8,.796,8.2,34.7,21.7,7.6,4.9,13.7,19.3,110.4
22,Sacramento Kings,2020,72,31,41,West,242.4,40.9,88.4,.462,12.7,34.9,.364,28.2,53.5,.527,15.7,20.3,.770,9.7,32.9,23.8,7.7,4.1,14.5,22.2,110.1
23,Indiana Pacers*,2020,73,45,28,East,241.4,42.1,88.5,.476,10.2,28.0,.363,31.9,60.4,.529,15.0,19.1,.787,8.7,34.1,25.9,7.4,5.2,13.2,19.8,109.4
24,Orlando Magic*,2020,73,33,40,East,240.7,39.3,88.6,.444,11.1,32.2,.343,28.3,56.4,.502,17.6,22.7,.774,10.3,34.2,23.9,8.2,5.4,12.8,18.3,107.3
25,Detroit Pistons,2020,66,20,46,East,241.9,39.3,85.7,.459,12.0,32.7,.367,27.3,53.0,.515,16.6,22.4,.743,9.8,32.0,24.1,7.4,4.5,15.3,19.7,107.2
26,Cleveland Cavaliers,2020,65,19,46,East,241.9,40.3,87.9,.458,11.2,31.8,.351,29.1,56.1,.519,15.1,19.9,.758,10.8,33.4,23.1,6.9,3.2,16.5,18.3,106.9
27,Chicago Bulls,2020,65,22,43,East,241.2,39.6,88.6,.447,12.2,35.1,.348,27.4,53.5,.511,15.5,20.5,.755,10.5,31.4,23.2,10.0,4.1,15.5,21.8,106.8
28,Golden State Warriors,2020,65,15,50,West,241.9,38.6,88.2,.438,10.4,31.3,.334,28.2,56.9,.495,18.7,23.2,.803,10.0,32.9,25.6,8.2,4.6,14.9,20.1,106.3
29,New York Knicks,2020,66,21,45,East,241.9,40.0,89.3,.447,9.6,28.4,.337,30.4,61.0,.499,16.3,23.5,.694,12.0,34.5,22.1,7.6,4.7,14.3,22.2,105.8
30,Charlotte Hornets,2020,65,23,42,East,242.3,37.3,85.9,.434,12.1,34.3,.352,25.2,51.6,.489,16.2,21.6,.748,11.0,31.8,23.8,6.6,4.1,14.6,18.8,102.9
1,Milwaukee Bucks*,2021,72,46,26,East,240.7,44.7,91.8,.487,14.4,37.1,.389,30.3,54.7,.554,16.2,21.4,.760,10.3,37.8,25.5,8.1,4.6,13.8,17.3,120.1
2,Brooklyn Nets*,2021,72,48,24,East,241.7,43.1,87.3,.494,14.2,36.1,.392,29.0,51.2,.565,18.1,22.5,.804,8.9,35.5,26.8,6.7,5.3,13.5,19.0,118.6
3,Washington Wizards*,2021,72,34,38,East,241.7,43.2,90.9,.475,10.2,29.0,.351,33.0,61.9,.533,20.1,26.2,.769,9.7,35.5,25.5,7.3,4.1,14.4,21.6,116.6
4,Utah Jazz*,2021,72,52,20,West,241.0,41.3,88.1,.468,16.7,43.0,.389,24.5,45.1,.544,17.2,21.5,.799,10.6,37.6,23.7,6.6,5.2,14.2,18.5,116.4
5,Portland Trail Blazers*,2021,72,42,30,West,240.3,41.3,91.1,.453,15.7,40.8,.385,25.6,50.3,.509,17.8,21.6,.823,10.6,33.9,21.3,6.9,5.0,11.1,18.9,116.1
6,Phoenix Suns*,2021,72,51,21,West,242.8,43.3,88.3,.490,13.1,34.6,.378,30.3,53.7,.563,15.6,18.7,.834,8.8,34.2,26.9,7.2,4.3,12.5,19.1,115.3
7,Indiana Pacers,2021,72,34,38,East,242.4,43.3,91.2,.474,12.3,34.0,.364,30.9,57.3,.540,16.4,20.7,.792,9.0,33.7,27.4,8.5,6.4,13.5,20.2,115.3
8,Denver Nuggets*,2021,72,47,25,West,242.8,43.3,89.2,.485,12.9,34.2,.377,30.4,55.0,.552,15.7,19.5,.803,10.5,33.9,26.8,8.1,4.5,13.5,19.1,115.1
9,New Orleans Pelicans,2021,72,31,41,West,242.1,42.5,89.1,.477,10.6,30.4,.348,31.9,58.6,.544,19.0,26.1,.729,11.7,35.7,26.0,7.6,4.4,14.6,18.0,114.6
10,Los Angeles Clippers*,2021,72,47,25,West,240.0,41.8,86.7,.482,14.3,34.7,.411,27.5,52.0,.529,16.2,19.3,.839,9.4,34.7,24.4,7.1,4.1,13.2,19.2,114.0
11,Atlanta Hawks*,2021,72,41,31,East,241.7,40.8,87.2,.468,12.4,33.4,.373,28.4,53.9,.526,19.7,24.2,.812,10.6,35.1,24.1,7.0,4.8,13.2,19.3,113.7
12,Sacramento Kings,2021,72,31,41,West,240.3,42.6,88.6,.481,12.1,33.3,.364,30.5,55.3,.551,16.4,22.0,.745,9.4,32.0,25.5,7.5,5.0,13.4,19.4,113.7
13,Golden State Warriors,2021,72,39,33,West,240.3,41.3,88.2,.468,14.6,38.7,.376,26.7,49.4,.541,16.6,21.1,.785,8.0,35.1,27.7,8.2,4.8,15.0,21.2,113.7
14,Philadelphia 76ers*,2021,72,49,23,East,242.1,41.4,86.9,.476,11.3,30.1,.374,30.1,56.8,.531,19.6,25.5,.767,10.0,35.0,23.7,9.1,6.2,14.4,20.2,113.6
15,Memphis Grizzlies*,2021,72,38,34,West,241.7,42.8,91.8,.467,11.2,31.4,.356,31.7,60.4,.525,16.4,21.3,.771,11.2,35.3,26.9,9.1,5.1,13.3,18.7,113.3
16,Boston Celtics*,2021,72,36,36,East,241.4,41.5,88.9,.466,13.6,36.4,.374,27.9,52.5,.530,16.1,20.8,.775,10.6,33.6,23.5,7.7,5.3,14.1,20.4,112.6
17,Dallas Mavericks*,2021,72,42,30,West,240.3,41.1,87.3,.470,13.8,38.1,.362,27.3,49.2,.554,16.5,21.2,.778,9.1,34.2,22.9,6.3,4.3,12.1,19.4,112.4
18,Minnesota Timberwolves,2021,72,23,49,West,241.7,40.7,90.9,.448,13.1,37.6,.349,27.6,53.3,.518,17.6,23.1,.761,10.5,33.0,25.6,8.8,5.5,14.3,20.9,112.1
19,Toronto Raptors,2021,72,27,45,East,240.3,39.7,88.7,.448,14.5,39.3,.368,25.3,49.3,.512,17.4,21.3,.815,9.4,32.1,24.1,8.6,5.4,13.2,21.2,111.3
20,San Antonio Spurs,2021,72,33,39,West,242.8,41.9,90.5,.462,9.9,28.4,.350,31.9,62.1,.514,17.4,22.0,.792,9.3,34.6,24.4,7.0,5.1,11.4,18.0,111.1
21,Chicago Bulls,2021,72,31,41,East,241.4,42.2,88.6,.476,12.6,34.0,.370,29.6,54.6,.542,13.8,17.5,.791,9.6,35.3,26.8,6.7,4.2,15.1,18.9,110.7
22,Los Angeles Lakers*,2021,72,42,30,West,242.4,40.6,86.1,.472,11.1,31.2,.354,29.6,54.8,.539,17.2,23.3,.739,9.7,34.6,24.7,7.8,5.4,15.2,19.1,109.5
23,Charlotte Hornets,2021,72,33,39,East,241.0,39.9,87.8,.455,13.7,37.0,.369,26.3,50.8,.517,15.9,20.9,.761,10.6,33.2,26.8,7.8,4.8,14.8,18.0,109.5
24,Houston Rockets,2021,72,17,55,West,240.3,39.3,88.5,.444,13.8,40.6,.339,25.5,47.9,.532,16.5,22.3,.740,9.3,33.3,23.6,7.6,5.0,14.7,19.5,108.8
25,Miami Heat*,2021,72,40,32,East,241.4,39.2,83.7,.468,12.9,36.2,.358,26.3,47.5,.553,16.7,21.1,.790,8.0,33.5,26.3,7.9,4.0,14.1,18.9,108.1
26,New York Knicks*,2021,72,41,31,East,242.1,39.4,86.5,.456,11.8,30.0,.392,27.7,56.4,.490,16.4,20.9,.784,9.7,35.5,21.4,7.0,5.1,12.9,20.5,107.0
27,Detroit Pistons,2021,72,20,52,East,242.1,38.7,85.6,.452,11.6,32.9,.351,27.1,52.7,.515,17.8,23.4,.759,9.6,33.1,24.2,7.4,5.2,14.9,20.5,106.6
28,Oklahoma City Thunder,2021,72,22,50,West,241.0,38.8,88.0,.441,11.9,35.1,.339,26.9,52.9,.509,15.5,21.3,.725,9.9,35.7,22.1,7.0,4.4,16.1,18.1,105.0
29,Orlando Magic,2021,72,21,51,East,240.7,38.3,89.2,.429,10.9,31.8,.343,27.4,57.4,.476,16.6,21.4,.775,10.4,35.1,21.8,6.9,4.4,12.8,17.2,104.0
30,Cleveland Cavaliers,2021,72,22,50,East,242.1,38.6,85.8,.450,10.0,29.7,.336,28.6,56.0,.510,16.7,22.4,.743,10.4,32.3,23.8,7.8,4.5,15.5,18.2,103.8
